x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,label
0.5187345743179321,0.6657608151435852,-5.057620544590691e-09,0.5657796859741211,0.6320680379867554,-0.03729182854294777,0.6162654757499695,0.6273583173751831,-0.0642031654715538,0.6573761701583862,0.6197450757026672,-0.0870463103055954,0.6957122683525085,0.6031252145767212,-0.10982904583215714,0.5861837863922119,0.6847420930862427,-0.07603535056114197,0.6034774780273438,0.7082394957542419,-0.12402306497097015,0.606308102607727,0.7040680646896362,-0.15830232203006744,0.6015223264694214,0.6789782047271729,-0.17875048518180847,0.54547119140625,0.7060205340385437,-0.07760285586118698,0.550401508808136,0.7333864569664001,-0.13046887516975403,0.5477216839790344,0.716831386089325,-0.1592099815607071,0.5372458100318909,0.6783328056335449,-0.17678944766521454,0.5084360241889954,0.7119261026382446,-0.08114609867334366,0.49952036142349243,0.7139818668365479,-0.13216130435466766,0.49031203985214233,0.6908318996429443,-0.14941662549972534,0.4807295799255371,0.6560595035552979,-0.15578506886959076,0.4770618677139282,0.7002949118614197,-0.0862002894282341,0.4609278738498688,0.7084187269210815,-0.12850667536258698,0.44565945863723755,0.69770348072052,-0.14185039699077606,0.43271610140800476,0.676060140132904,-0.14832298457622528,Open_Palm
0.5088301301002502,0.6460596323013306,-5.051503748632058e-08,0.5564379692077637,0.617487907409668,-0.030360499396920204,0.5999833941459656,0.6083593368530273,-0.05398067086935043,0.6341301798820496,0.6022495031356812,-0.07489801198244095,0.6693975925445557,0.5867840051651001,-0.09736190736293793,0.5650879144668579,0.6749083399772644,-0.0659671276807785,0.5768657922744751,0.7021197080612183,-0.10269935429096222,0.5785841941833496,0.7042102217674255,-0.1291121542453766,0.5747876763343811,0.7001190781593323,-0.1446971446275711,0.5223925113677979,0.6935860514640808,-0.06847881525754929,0.5205066204071045,0.7222155928611755,-0.10578873753547668,0.5075556039810181,0.7232344746589661,-0.12667842209339142,0.49335503578186035,0.7187575697898865,-0.14040027558803558,0.48487424850463867,0.6967009902000427,-0.07191170752048492,0.4663809537887573,0.7100504636764526,-0.11264822632074356,0.4446870982646942,0.7134706377983093,-0.1276194006204605,0.4263167083263397,0.7104737758636475,-0.13331471383571625,0.453287810087204,0.6837365031242371,-0.07614456862211227,0.4318869709968567,0.7015241384506226,-0.1087196096777916,0.41287297010421753,0.7088353633880615,-0.11730203777551651,0.3958638906478882,0.7101876139640808,-0.12127934396266937,Open_Palm
0.4986273944377899,0.6867653131484985,5.5211205562955e-07,0.5459002256393433,0.6636407375335693,-0.06558344513177872,0.5808631181716919,0.6670642495155334,-0.1113625094294548,0.6050397157669067,0.6511040925979614,-0.14716921746730804,0.6236926317214966,0.6238081455230713,-0.18535001575946808,0.5340816974639893,0.7166177034378052,-0.11954909563064575,0.5162246227264404,0.7526348829269409,-0.15855364501476288,0.4941514730453491,0.7586176991462708,-0.1817340850830078,0.4670441746711731,0.7530401349067688,-0.19804412126541138,0.48360109329223633,0.7246934771537781,-0.1053500771522522,0.45315393805503845,0.766734778881073,-0.14011099934577942,0.42388463020324707,0.7742443680763245,-0.16080862283706665,0.39296114444732666,0.771582305431366,-0.17939622700214386,0.4464220106601715,0.7250690460205078,-0.09274490177631378,0.4105306565761566,0.7534613609313965,-0.12388959527015686,0.3803231120109558,0.7609679102897644,-0.14721649885177612,0.35274243354797363,0.7559817433357239,-0.16578558087348938,0.4202808439731598,0.7153884768486023,-0.08390681445598602,0.38574326038360596,0.7376989722251892,-0.10459241271018982,0.35939347743988037,0.7469742894172668,-0.1195266842842102,0.33481669425964355,0.753416121006012,-0.1344672292470932,Open_Palm
0.44160377979278564,0.6869471669197083,1.3641275131703878e-07,0.4894266426563263,0.6447688341140747,-0.04328593611717224,0.5368560552597046,0.6319615840911865,-0.0747169554233551,0.5742200613021851,0.6168757081031799,-0.1009523943066597,0.6126417517662048,0.5947321653366089,-0.12809275090694427,0.5126378536224365,0.6986989378929138,-0.09223209321498871,0.5294617414474487,0.7202984690666199,-0.1463540941476822,0.5334086418151855,0.7241212129592896,-0.18558408319950104,0.5293733477592468,0.710711658000946,-0.20993781089782715,0.47278812527656555,0.7270941734313965,-0.0934685468673706,0.47996678948402405,0.753078818321228,-0.1523042470216751,0.47523269057273865,0.7474395036697388,-0.18638941645622253,0.46178966760635376,0.7256938815116882,-0.20872434973716736,0.43511271476745605,0.7387796640396118,-0.09638217091560364,0.42032045125961304,0.7427828907966614,-0.153356671333313,0.4057309925556183,0.7321470379829407,-0.1754782348871231,0.388987272977829,0.7103829383850098,-0.18546098470687866,0.40085962414741516,0.7310088276863098,-0.10105666518211365,0.38238346576690674,0.7435794472694397,-0.14877495169639587,0.36393457651138306,0.7424620389938354,-0.16601289808750153,0.3455108404159546,0.732104480266571,-0.175629660487175,Open_Palm
0.39304789900779724,0.7177033424377441,1.377811287284203e-07,0.45179906487464905,0.680003821849823,-0.022132258862257004,0.5041961073875427,0.6740546822547913,-0.04978691413998604,0.5415836572647095,0.6623716354370117,-0.07400180399417877,0.5840771794319153,0.6405317783355713,-0.10060694813728333,0.49208953976631165,0.7565098404884338,-0.09344818443059921,0.531708836555481,0.7644348740577698,-0.14338085055351257,0.5590975880622864,0.7454906105995178,-0.17679880559444427,0.579410970211029,0.7161365151405334,-0.19964903593063354,0.4626259207725525,0.7704899311065674,-0.10632798820734024,0.4961710274219513,0.7736024260520935,-0.16293208301067352,0.5164900422096252,0.7472739815711975,-0.19790861010551453,0.5323581099510193,0.7243063449859619,-0.2238619178533554,0.42766261100769043,0.7751744389533997,-0.11723624914884567,0.44286829233169556,0.7715950608253479,-0.16892282664775848,0.4610465466976166,0.7497122883796692,-0.1963178813457489,0.47418078780174255,0.7244287729263306,-0.21542121469974518,0.38903307914733887,0.7674800753593445,-0.1274019330739975,0.3841114938259125,0.7721419930458069,-0.17179496586322784,0.3864437937736511,0.7660571336746216,-0.19375872611999512,0.3914487659931183,0.7563616633415222,-0.21041952073574066,Open_Palm
0.3312447965145111,0.8315973877906799,3.812489239862771e-07,0.40095800161361694,0.7674282193183899,0.005083017982542515,0.45733126997947693,0.7430958151817322,-0.01396486721932888,0.4995427429676056,0.7235919833183289,-0.035248011350631714,0.5448468327522278,0.6979784965515137,-0.06093135103583336,0.47413280606269836,0.7977232933044434,-0.0810575932264328,0.5310667753219604,0.7924614548683167,-0.13451531529426575,0.5765372514724731,0.7713977098464966,-0.1705341786146164,0.6133442521095276,0.7481669783592224,-0.19700458645820618,0.4518103003501892,0.8027933239936829,-0.11085015535354614,0.5121371746063232,0.8026885986328125,-0.1774751842021942,0.558199405670166,0.7765207290649414,-0.22030383348464966,0.5996668338775635,0.7440853714942932,-0.25244343280792236,0.41911911964416504,0.8084815740585327,-0.13601858913898468,0.469281405210495,0.7982719540596008,-0.19844244420528412,0.5061727166175842,0.7675233483314514,-0.2362038940191269,0.5359017252922058,0.7346457839012146,-0.26194608211517334,0.3796238601207733,0.8081357479095459,-0.15722255408763885,0.4065498113632202,0.8119108080863953,-0.21429985761642456,0.42988699674606323,0.8007504343986511,-0.24815024435520172,0.4523885250091553,0.7832552194595337,-0.2733054757118225,Open_Palm
0.3107910454273224,0.8257690668106079,3.3870691140691633e-07,0.38568809628486633,0.7574793696403503,0.019151443615555763,0.44272491335868835,0.7362807989120483,0.002959783421829343,0.48356297612190247,0.7157942056655884,-0.01792299933731556,0.5282797813415527,0.6927571892738342,-0.04405103251338005,0.45959439873695374,0.7934806942939758,-0.08064420521259308,0.5165865421295166,0.7919779419898987,-0.13457219302654266,0.5622988939285278,0.7731731534004211,-0.17000503838062286,0.5985337495803833,0.754362940788269,-0.1967819631099701,0.43335866928100586,0.7955445647239685,-0.11866288632154465,0.49619340896606445,0.7973707318305969,-0.1879504919052124,0.5441811084747314,0.7729663848876953,-0.23112839460372925,0.5861366391181946,0.7426093816757202,-0.264801949262619,0.3987020254135132,0.7974957227706909,-0.15061576664447784,0.45193299651145935,0.7904977798461914,-0.21646827459335327,0.4929434061050415,0.7617159485816956,-0.2578866183757782,0.5233312845230103,0.7313888072967529,-0.28734737634658813,0.36002418398857117,0.7940385341644287,-0.17677970230579376,0.3907526731491089,0.800151526927948,-0.23783409595489502,0.41881054639816284,0.7893118858337402,-0.27676042914390564,0.4425239861011505,0.7723531126976013,-0.3070182502269745,Open_Palm
0.4351130723953247,0.6870692372322083,2.505796885543532e-07,0.4938986301422119,0.6540414690971375,-0.024119654670357704,0.5415796041488647,0.6562023758888245,-0.05259476974606514,0.5766130685806274,0.6505599617958069,-0.07816539704799652,0.6185686588287354,0.6339146494865417,-0.10642239451408386,0.5297950506210327,0.7279911637306213,-0.09169330447912216,0.5573444366455078,0.7606319785118103,-0.14277894794940948,0.573174238204956,0.7595197558403015,-0.1788720339536667,0.5824809670448303,0.7447584867477417,-0.20327095687389374,0.4965367615222931,0.7370970249176025,-0.1041107103228569,0.5123512744903564,0.7672504782676697,-0.15486738085746765,0.5232033729553223,0.7658601999282837,-0.18580813705921173,0.5311902165412903,0.7614179253578186,-0.21120940148830414,0.45931920409202576,0.7349506616592407,-0.11586465686559677,0.46081116795539856,0.7481086850166321,-0.16349533200263977,0.46760451793670654,0.7471173405647278,-0.18644778430461884,0.47126370668411255,0.7400496602058411,-0.2046004682779312,0.4213513135910034,0.7168143391609192,-0.12776406109333038,0.4084503948688507,0.7347041368484497,-0.1696740686893463,0.40391042828559875,0.7389373779296875,-0.1882181167602539,0.40134939551353455,0.7411432862281799,-0.20354102551937103,Open_Palm
0.4705698788166046,0.6586557626724243,2.55433178608655e-07,0.503978967666626,0.6535654067993164,-0.036109160631895065,0.5416504144668579,0.6555657386779785,-0.06399698555469513,0.5707639455795288,0.6384876370429993,-0.08787229657173157,0.5922213792800903,0.6210945844650269,-0.11434263736009598,0.49936023354530334,0.7316242456436157,-0.07024423032999039,0.4955477714538574,0.7577931880950928,-0.09527083486318588,0.48318547010421753,0.7544565200805664,-0.11240776628255844,0.4645100235939026,0.7495179176330566,-0.12489163130521774,0.4533598721027374,0.7372260689735413,-0.06775107234716415,0.43403735756874084,0.7640501260757446,-0.09137788414955139,0.4099481999874115,0.7622020840644836,-0.1084384098649025,0.38250866532325745,0.7573649883270264,-0.12343452125787735,0.41847097873687744,0.7304666042327881,-0.0660146102309227,0.38976359367370605,0.7496024966239929,-0.09070783853530884,0.3622949719429016,0.7518199682235718,-0.10830860584974289,0.33584070205688477,0.7473539113998413,-0.12124382704496384,0.39415523409843445,0.7113565802574158,-0.06610304862260818,0.36596953868865967,0.7361810803413391,-0.08519036322832108,0.3440502882003784,0.7427866458892822,-0.09447598457336426,0.3225509226322174,0.7461413145065308,-0.10279405117034912,Open_Palm
0.45714107155799866,0.7127589583396912,8.886738100954972e-07,0.49552762508392334,0.6887619495391846,-0.07986040413379669,0.5198213458061218,0.6887504458427429,-0.13362263143062592,0.5350888967514038,0.6724770665168762,-0.17374931275844574,0.5511233806610107,0.6536762118339539,-0.2165544480085373,0.4711272716522217,0.7600497603416443,-0.1465909779071808,0.43805360794067383,0.7581230401992798,-0.1945166140794754,0.4066747725009918,0.7479466795921326,-0.22466552257537842,0.37414640188217163,0.7328682541847229,-0.24581681191921234,0.42807239294052124,0.7765094637870789,-0.12647943198680878,0.37832140922546387,0.7745386958122253,-0.17488031089305878,0.3372052013874054,0.7572159767150879,-0.20407474040985107,0.2967650592327118,0.7358205914497375,-0.2274474799633026,0.3978862464427948,0.7827025055885315,-0.10760044306516647,0.3492031693458557,0.7795537114143372,-0.15082967281341553,0.3116402328014374,0.7635146379470825,-0.17955246567726135,0.2763912081718445,0.7386320233345032,-0.20032240450382233,0.3784971833229065,0.7787267565727234,-0.09303748607635498,0.33572566509246826,0.767411470413208,-0.12373725324869156,0.3072928488254547,0.7534655332565308,-0.1439443677663803,0.28103336691856384,0.7388560175895691,-0.16140516102313995,Open_Palm
